,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Variety
162,Riesling Brut 2017,Germany,Rheingau,Kloster Eberbach,3.6,63.0,12.6,2017,
5038,Vieilles Vignes Rouge Costières de Nîmes 2017,France,Costières-de-Nîmes,Château de Nages,3.6,400.0,12.19,2017,
2971,Moscatel 2015,Chile,Itata Valley,Viña La Causa,3.6,204.0,10.99,2015,
1984,Valdeorras Mencia 2017,Spain,Valdeorras,Joaquín Rebolledo,3.6,182.0,10.75,2017,
1992,Zweigelt 2017,Austria,Niederösterreich,Weingut Bründlmayer,3.6,182.0,13.57,2017,
1430,Fernão Pires 2016,Portugal,Península de Setúbal,Portinho do Covo,3.6,58.0,5.7,2016,
132,La Petite Bulle Brut Rosé N.V.,France,Saumur,Bouvet-Ladubay,3.6,53.0,6.95,N.V.,
5022,Vie Cave Maremma Toscana 2007,Italy,Maremma Toscana,Fattoria Aldobrandesca,3.6,40.0,16.47,2007,
3571,Chardonnay 2018,France,Pays d'Oc,Les Jamelles,3.6,570.0,5.69,2018,
2195,Château Lichten Petite Arvine 2016,Switzerland,Valais,Domaines Rouvinez,3.6,99.0,29.5,2016,
2601,Dolcetto d'Alba 2016,Italy,Dolcetto d'Alba,Elio Altare,3.6,224.0,14.36,2016,
7900,Sedàra 2018,Italy,Sicilia,Donnafugata,3.6,81.0,7.5,2018,
7914,Sunnae Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Col del Mondo,3.6,81.0,8.09,2017,
6036,Aglianico Beneventano 2017,Italy,Campania,Vesevo,3.6,51.0,6.5,2017,
7952,Cazalet Faugères 2017,France,Faugères,Saint Antonin,3.6,82.0,10.9,2017,
5983,Battiferro Morellino di Scansano 2018,Italy,Morellino di Scansano,Grillesino,3.6,50.0,9.99,2018,
5990,Les Tannes en Occitanie Merlot 2018,France,Pays d'Oc,Mas des Tannes,3.6,50.0,5.36,2018,
5998,Petit Clos Pinot Noir 2017,New Zealand,Marlborough,Clos Henri Vineyard,3.6,503.0,15.9,2017,
1455,Viognier 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.6,59.0,8.78,2018,
1456,Cà da Bosio Gavi 2016,Italy,Gavi,Vite Colte,3.6,59.0,8.95,2016,
1458,Darling Sauvignon Blanc 2018,South Africa,Darling,Fairview,3.6,59.0,12.96,2018,
2964,Dome Chardonnay 2018,South Africa,Stellenbosch,Lourensford,3.6,203.0,12.49,2018,
76,Cuvée Eugénie Crémant de Limoux Brut 2017,France,Crémant de Limoux,Antech,3.6,37.0,14.62,2017,
79,Ocarosa Frizzanate Rosato N.V.,Italy,Veneto,Val d'Oca,3.6,37.0,4.9,N.V.,
869,Ocho y Medio Malbec 2018,Spain,La Mancha,Finca La Estacada,3.6,129.0,5.49,2018,
1661,Da Vinci Chianti 2016,Italy,Chianti,Cantine Leonardo da Vinci,3.6,1647.0,7.02,2016,
5060,Cabernet Sauvignon 2018,Argentina,Tupungato,Domaine Bousquet,3.6,404.0,6.75,2018,
7956,Vacqueyras 'Les Cyprès' 2015,France,Vacqueyras,Paul Jaboulet Aîné,3.6,82.0,16.52,2015,
7937,Cabernet Sauvignon 2018,Chile,Central Valley,Carmen,3.6,82.0,6.75,2018,
464,Small Hill Red 2017,Austria,Burgenland,Leo Hillinger,3.6,113.0,9.17,2017,
471,Ganadero 2017,Spain,Méntrida,Canopy,3.6,114.0,7.45,2017,
7978,Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Masciarelli,3.6,827.0,8.9,2017,
7981,Terre di San Leonardo 2015,Italy,Vigneti delle Dolomiti,San Leonardo,3.6,828.0,13.25,2015,
5968,Rubesco Rosso di Torgiano 2018,Italy,Torgiano,Lungarotti,3.6,50.0,8.9,2018,
32,Cava Chardonnay Brut N.V.,Spain,Cava,Torre Oria,3.6,30.0,12.99,N.V.,
1473,Nuragus di Cagliari 2018,Italy,Nuragus di Cagliari,Antonella Corda,3.6,60.0,13.55,2018,
3205,Nero di Troia 2017,Italy,Puglia,Terre Avare,3.6,27.0,7.21,2017,
3206,La Mancha Reserva 2013,Spain,La Mancha,El Vínculo,3.6,27.0,12.99,2013,
5101,Pinot Noir 2015,New Zealand,Marlborough,Nautilus,3.6,41.0,27.71,2015,
3333,Sauvignon Blanc - Furmint 2017,Slovenia,Podravje,Puklavec Family Wines,3.6,341.0,7.44,2017,
1638,Haut-Médoc 2014,France,Haut-Médoc,Château Ségur,3.6,163.0,14.95,2014,
1644,Reserva Rioja 2015,Spain,Rioja,Castillo de Albai,3.6,163.0,8.95,2015,
5092,Encostas do Vale Godinho 2016,Portugal,Tejo,Alveirão,3.6,41.0,9.85,2016,
1449,Reserve Chardonnay 2018,Argentina,Tupungato,Domaine Bousquet,3.6,59.0,8.58,2018,
5970,Endinger Engelsberg Spätburgunder Alte Reben 2015,Germany,Baden,Knab,3.6,50.0,17.49,2015,
2146,Haven Chardonnay 2016,South Africa,Coastal Region,Glen Carlou,3.6,96.0,8.9,2016,
2153,Pinot Grigio 2018,Italy,delle Venezie,Danzante,3.6,96.0,9.16,2018,
5963,Château des Jacques Moulin-à-Vent 2017,France,Moulin-à-Vent,Louis Jadot,3.6,50.0,20.81,2017,
7994,Héritage Côtes de Provence Rouge 2016,France,Côtes de Provence,Estandon,3.6,83.0,12.81,2016,
7960,Moulis-en-Médoc 2015,France,Moulis-en-Médoc,Château Malmaison,3.6,82.0,24.15,2015,
7962,Reserva Cabernet Sauvignon 2018,Chile,Colchagua Valley,TerraNoble,3.6,82.0,7.9,2018,
7965,Morgon Côte du Py - Javernières 2018,France,Morgon,Terres Dorées,3.6,82.0,20.9,2018,
8012,Estate Cabernet Sauvignon 2016,Argentina,Lujan de Cuyo,Doña Paula,3.6,831.0,9.65,2016,
8014,Bordeaux Supérieur 2014,France,Bordeaux Supérieur,Château Croix Mouton,3.6,832.0,9.9,2014,
7987,Chianti Colli Senesi 2015,Italy,Chianti Colli Senesi,Torre Alle Tolfe,3.6,83.0,13.82,2015,
16,Valdobbiadene Prosecco Superiore Millesimato Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco Superiore,Val d'Oca,3.6,27.0,11.04,N.V.,
3170,Merlot 2016,United States,California,Bogle,3.6,2660.0,14.36,2016,
1479,Weissburgunder Trocken 2018,Germany,Pfalz,Dr. Bürklin-Wolf,3.6,60.0,8.9,2018,
1480,Touraine Sauvignon 2018,France,Touraine,Domaine Malet,3.6,60.0,8.57,2018,
1492,Ermita Veracruz Verdejo 2018,Spain,Rueda,Bodegas Veracruz,3.6,60.0,8.8,2018,
1494,Terre di Tufi Toscana Bianco 2017,Italy,Toscana,Teruzzi & Puthod,3.6,60.0,16.0,2017,
5113,Les Escures 2018,France,Cahors,Mas del Périé - Fabien Jouves,3.6,41.0,13.0,2018,
25,Amico Filò N.V.,Italy,delle Venezie,Paladin,3.6,29.0,6.21,N.V.,
28,Aotea Méthode Traditionnelle N.V.,New Zealand,Nelson,Seifried Estate,3.6,29.0,26.9,N.V.,
29,Jolie Extra Dry Spumante 2016,Italy,Sicilia,Feudi Branciforti dei Bordonaro,3.6,30.0,9.9,2016,
30,Sleever Brut Reserva Rosado N.V.,Spain,Cava,Vilarnau,3.6,30.0,10.99,N.V.,
396,The Original Rosé N.V.,Portugal,Douro,Mateus,3.6,29531.0,5.99,N.V.,
3129,Baccaro Nero d'Avola 2018,Italy,Sicilia,Farnese,3.6,261.0,5.8,2018,
1501,Weissburgunder 2018,Germany,Rheinhessen,Pfannebecker,3.6,61.0,7.25,2018,
1503,Cool-Climate Chenin Blanc 2018,South Africa,Walker Bay,Creation,3.6,61.0,16.99,2018,
40,Prosecco Extra Dry N.V.,Italy,Prosecco,Savian,3.6,31.0,10.95,N.V.,
44,Rosé Brut 2015,Germany,Rheingau,Schloss Vaux,3.6,31.0,25.0,2015,
5126,Côté Sud 2018,France,Côtes Catalanes,Domaine Lafage,3.6,41.0,7.85,2018,
5127,Il Lemos Susumaniello 2018,Italy,Salento,Leone de Castris,3.6,41.0,8.63,2018,
7991,Spätburgunder Trocken 2015,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.6,83.0,12.77,2015,
5947,Cabernet Sauvignon 2015,Austria,Burgenland,Leo Hillinger,3.6,50.0,19.91,2015,
2124,Noordhoek Sauvignon Blanc 2018,South Africa,Cape Town,Cape Point Vineyards,3.6,94.0,16.75,2018,
2125,Dominio de Fontana Chardonnay - Viura 2016,Spain,La Mancha,Bodegas Fontana,3.6,94.0,7.32,2016,
5939,Rosso di Montepulciano 2017,Italy,Rosso di Montepulciano,Avignonesi,3.6,499.0,10.15,2017,
8030,Parcelas de Graciano 2015,Spain,Rioja,Altos Ibéricos,3.6,84.0,11.63,2015,
8002,Red/Bat 2016,Spain,Priorat,Pinord,3.6,83.0,14.99,2016,
369,Rosado 2018,Spain,Rioja,Marqués de Riscal,3.6,546.0,8.78,2018,
371,Rosado 2018,Spain,Rioja,Cune (CVNE),3.6,579.0,5.45,2018,
375,White Zinfandel 2018,United States,California,Gallo Family Vineyards,3.6,626.0,6.05,2018,
378,Cabernet Sauvignon Rosé 2017,South Africa,Stellenbosch,Mulderbosch,3.6,646.0,9.5,2017,
1546,Muskat Freyheit 2017,Austria,Niederösterreich,Heinrich,3.6,63.0,29.0,2017,
1548,Riesling 2018,Germany,Rheinhessen,Weingut Baeder,3.6,63.0,11.25,2018,
1516,Villa Solais Vermentino di Sardegna 2019,Italy,Vermentino di Sardegna,Santadi,3.6,61.0,7.87,2019,
17,Asti Dolce 2017,Italy,Asti,Fontanafredda,3.6,27.0,14.87,2017,
5140,Cirò Rosso Classico 2017,Italy,Cirò,Tenuta dei Baroni Capoano,3.6,41.0,8.45,2017,
5141,Vierlas 2015,Spain,Ribera del Queiles,Guelbenzu,3.6,41.0,5.95,2015,
2104,Limited Selection Sauvignon Blanc 2019,Chile,Leyda Valley,Montes,3.6,92.0,7.94,2019,
2113,Von Unserm Riesling Trocken 2018,Germany,Rheingau,Balthasar Ress,3.6,93.0,10.9,2018,
2119,Glicine Bianco 2019,Italy,Terre Siciliane,Corvo,3.6,93.0,6.95,2019,
2839,Rioja Viura 2018,Spain,Rioja,Beronia,3.6,176.0,6.69,2018,
3554,Chardonnay 2018,Chile,Colchagua Valley,Los Vascos,3.6,550.0,7.75,2018,
3559,Chardonnay 2017,South Africa,Stellenbosch,Simonsig,3.6,557.0,10.9,2017,
8027,Marteto Morellino di Scansano 2018,Italy,Morellino di Scansano,Bruni,3.6,84.0,10.63,2018,
8035,Pinotage 2017,South Africa,Stellenbosch,Vriesenhof,3.6,84.0,11.5,2017,
8043,Merlot Dolomiti 2018,Italy,Vigneti delle Dolomiti,Terre del Noce,3.6,84.0,5.2,2018,
3350,Pomino Bianco 2018,Italy,Pomino,Castello Pomino,3.6,353.0,13.71,2018,
352,Bone Dry Rosé 2018,Germany,Pfalz,Reichsrat von Buhl,3.6,410.0,9.5,2018,
357,Côtes de Provence Spéciale Rosé 2017,France,Côtes de Provence,Château Montaud,3.6,419.0,18.0,2017,
359,Cabernet Sauvignon Rosé 2018,South Africa,Stellenbosch,Mulderbosch,3.6,443.0,8.67,2018,
5167,Buio 2018,Italy,Carignano del Sulcis,Mesa,3.6,413.0,16.59,2018,
5121,Saint-Estèphe (Grand Cru Classé) 2017,France,Saint-Estèphe,Château Lafon-Rochet,3.6,41.0,48.64,2017,
5125,Reserva Cabernet Sauvignon 2017,Chile,Colchagua Valley,Montes,3.6,41.0,8.69,2017,
367,Rosé 2018,United States,Yakima Valley,Chateau Ste. Michelle,3.6,532.0,11.15,2018,
368,Band of Roses Rosé 2018,United States,Washington,Charles Smith,3.6,539.0,12.57,2018,
5928,Estate Cabernet Sauvignon 2018,Chile,Aconcagua Valley,Errazuriz,3.6,496.0,9.5,2018,
2086,Merlot 2018,United States,California,Canyon Road,3.6,188.0,6.21,2018,
2102,Haut-Médoc 2008,France,Haut-Médoc,Château Peyrabon,3.6,189.0,17.4,2008,
2085,The King's Favour Sauvignon Blanc 2012,New Zealand,Marlborough,The Kings Series,3.6,91.0,13.9,2012,
2089,Vernaccia di San Gimignano 2018,Italy,Vernaccia di San Gimignano,Castello Montaùto,3.6,91.0,10.96,2018,
5888,Riserva Teroldego Rotaliano 2015,Italy,Teroldego Rotaliano,Mezzacorona,3.6,49.0,6.99,2015,
463,Reserva Carmenère 2018,Chile,Colchagua Valley,Caliterra,3.6,113.0,6.33,2018,
8049,Cabernet Sauvignon 2018,South Africa,Stellenbosch,Zonnebloem,3.6,84.0,8.29,2018,
8050,Lagrein 2018,Italy,Trentino-Alto Adige,Cantina Kaltern,3.6,84.0,10.23,2018,
5899,Côtes du Roussillon 2017,France,Côtes du Roussillon,Domaine de Fontclare,3.6,49.0,16.38,2017,
323,Les Fumées Blanches Rosé 2019,France,Vin de France,François Lurton,3.6,230.0,7.89,2019,
325,Studio 2019,France,Côtes de Provence,Miraval,3.6,239.0,10.86,2019,
2944,Chardonnay Unoaked (Select Terroir Reserva) 2017,Chile,Maipo Valley,Santa Ema,3.6,198.0,7.66,2017,
2949,Légende (R) Bordeaux Blanc 2018,France,Bordeaux,Barons de Rothschild (Lafite),3.6,199.0,9.9,2018,
2954,Insolia 2016,Italy,Terre Siciliane,Baglio di Pianetto,3.6,200.0,8.4,2016,
2959,Sauvignon Côtes de Gascogne 2018,France,Côtes de Gascogne,Domaine du Tariquet,3.6,201.0,7.0,2018,
2960,Cellar Selection Sauvignon Blanc 2018,South Africa,Western Cape,Kleine Zalze,3.6,202.0,9.5,2018,
2963,Chardonnay 2017,Austria,Carnuntum,Markowitsch,3.6,203.0,9.9,2017,
1553,Organic Chardonnay - Muscat 2018,Spain,Valencia,Neleman,3.6,63.0,6.5,2018,
348,Cherub (Syrah) Rosé 2016,Chile,Colchagua Valley,Montes,3.6,366.0,10.69,2016,
851,Finca San Martín Crianza 2016,Spain,Rioja,La Rioja Alta,3.6,128.0,10.91,2016,
853,Crianza 2014,Spain,Toro,Muruve,3.6,128.0,10.93,2014,
856,Spätburgunder 2017,Germany,Pfalz,Rings,3.6,128.0,11.5,2017,
339,Cabernet Sauvignon Rosé 2019,South Africa,Stellenbosch,Mulderbosch,3.6,284.0,8.45,2019,
311,Fantini Cerasuolo d'Abruzzo 2018,Italy,Abruzzo,Farnese,3.6,198.0,5.9,2018,
312,Côtes-du-Rhône Rosé 2018,France,Côtes-du-Rhône,E. Guigal,3.6,207.0,13.04,2018,
1106,Bons Ventos Rouge 2018,Portugal,Lisboa,Casa Santos Lima,3.6,139.0,5.75,2018,
3353,Gavi 2018,Italy,Gavi,La Raia,3.6,356.0,12.5,2018,
3354,Sundial Chardonnay 2018,United States,California,Fetzer,3.6,356.0,8.62,2018,
3357,Founders' Estate Chardonnay 2017,United States,California,Beringer,3.6,357.0,12.25,2017,
3378,Lune d'Argent 2013,France,Bordeaux,Clos des Lunes,3.6,371.0,16.9,2013,
320,Tavel 2016,France,Tavel,E. Guigal,3.6,225.0,15.5,2016,
2080,White 2018,United States,Napa Valley,689 - Six Eight Nine,3.6,90.0,18.42,2018,
5878,Syrah 2017,France,Costières-de-Nîmes,Michel Gassier,3.6,49.0,9.78,2017,
5904,Tschuppen 2016,Germany,Baden,Ziereisen,3.6,49.0,12.0,2016,
8058,Rosso di Montalcino 2018,Italy,Rosso di Montalcino,Banfi,3.6,841.0,14.9,2018,
8070,Clancy's Red Blend 2015,Australia,Barossa,Peter Lehmann,3.6,849.0,12.5,2015,
5856,Syrah 2016,Italy,Terre Siciliane,Barone Montalto,3.6,488.0,8.29,2016,
5863,Douro Reserva Fabelhaft 2015,Portugal,Douro,Niepoort,3.6,49.0,14.84,2015,
8074,Pinot Nero 2011,Italy,Südtirol - Alto Adige,Ferruccio Carlotto,3.6,85.0,19.45,2011,
8080,Portrait Cabernet Sauvignon 2017,Australia,Barossa,Peter Lehmann,3.6,85.0,12.7,2017,
2681,Le Cicale di Vincigliata Chianti 2016,Italy,Chianti,Bibi Graetz,3.6,231.0,12.28,2016,
242,Rosé 2018,Austria,Niederösterreich,Loimer,3.6,99.0,8.24,2018,
3076,Sangre de Toro 2019,Spain,Catalunya,Torres,3.6,26.0,6.69,2019,
1588,The Long Walk Chardonnay 2019,South Africa,Western Cape,Footprint,3.6,64.0,6.5,2019,
1592,Muros Antigos Escolha 2019,Portugal,Vinho Verde,Anselmo Mendes,3.6,64.0,6.32,2019,
3088,Pinot Noir Les Pierres Dorées 2018,France,Coteaux Bourguignons,Louis Latour,3.6,26.0,14.52,2018,
301,Côtes de Provence Spéciale Rosé 2018,France,Côtes de Provence,Château Montaud,3.6,178.0,7.5,2018,
276,Negroamaro Kreos 2018,Italy,Salento,Castello Monaci,3.6,141.0,7.4,2018,
281,Chardonnay - Pinot Noir 2018,South Africa,Western Cape,Leopard’s Leap,3.6,143.0,7.77,2018,
5219,Merlot 2018,Italy,Südtirol - Alto Adige,Tramin,3.6,42.0,9.4,2018,
5177,Merlot (Reserva) 2018,Chile,Central Valley,Casillero del Diablo,3.6,4152.0,7.89,2018,
5193,Listrac-Médoc 2016,France,Listrac-Médoc,Château Mayne Lalande,3.6,42.0,19.3,2016,
5202,Galea Vernatsch 2017,Italy,Südtirol - Alto Adige,Nals Margreid,3.6,42.0,11.9,2017,
334,Albia Toscana Rosé 2018,Italy,Toscana,Ricasoli,3.6,261.0,7.9,2018,
1607,Canonico Negroamaro Salento 2018,Italy,Salento,Cantine due Palme,3.6,162.0,6.32,2018,
2937,Pouilly-Fumé 2017,France,Pouilly-Fumé,Le Domaine Saget,3.6,196.0,15.9,2017,
2002,Jardin de Jules 2016,France,Pays d'Oc,Domaine de la Clapière,3.6,183.0,9.6,2016,
1593,Viognier 2018,France,Vin de France,Maison de La Villette,3.6,64.0,6.41,2018,
244,Bardolino Chiaretto 2017,Italy,Bardolino Chiaretto,Gorgo,3.6,101.0,7.9,2017,
250,Rioja Rosado 2018,Spain,Rioja,Baron de Ley,3.6,108.0,6.5,2018,
5230,Marsannay 'Les Echezots' 2014,France,Marsannay,Domaine Ballorin,3.6,42.0,31.48,2014,
5235,Retreat Shiraz - Grenache 2017,Australia,South Australia,Scotts Creek,3.6,42.0,9.37,2017,
272,Conde de Valdemar Rosado 2017,Spain,Rioja,Bodegas Valdemar,3.6,135.0,8.19,2017,
274,Serra Lori Isola dei Nuraghi 2018,Italy,Isola dei Nuraghi,Argiolas,3.6,138.0,7.0,2018,
2051,Scheurebe Trocken 2018,Germany,Rheinhessen,K.Wechsler,3.6,88.0,8.89,2018,
2060,Airén Semidulce 2018,Spain,Valdepeñas,Viña Albali,3.6,88.0,4.9,2018,
2061,Réserve Graves Blanc 2016,France,Graves,Mouton Cadet,3.6,88.0,12.6,2016,
5847,Pinot Noir 2015,United States,California,Gnarly Head,3.6,486.0,12.1,2015,
3534,Sauvignon Blanc 2019,South Africa,Franschhoek,La Motte Wine Estate,3.6,530.0,9.99,2019,
3545,Muros Antigos Escolha 2018,Portugal,Vinho Verde,Anselmo Mendes,3.6,538.0,6.5,2018,
8114,Cabernet Sauvignon - Merlot 2016,Spain,Somontano,Enate,3.6,856.0,9.5,2016,
2068,Vom Schiefer Riesling Trocken 2017,Germany,Mosel,Ansgar Clüsserath,3.6,89.0,9.65,2017,
217,Rosato 2017,Italy,Salento,Cantina Rosa del Golfo,3.6,82.0,12.9,2017,
200,Pétale de Rosé 2019,France,Côtes de Provence,Château La Tour de l'Évêque,3.6,73.0,15.9,2019,
1616,Gönnheimer Riesling Trocken 2018,Germany,Pfalz,Eymann,3.6,65.0,8.9,2018,
3063,Pinotage 2015,South Africa,Stellenbosch,Lusthof,3.6,26.0,11.01,2015,
2929,Aussières Blanc (Chardonnay) 2018,France,Pays d'Oc,Château d’Aussières,3.6,195.0,7.9,2018,
1622,Pinot Noir 2016,United States,California,Bogle,3.6,1625.0,15.33,2016,
3382,Riesling 2018,Germany,Pfalz,A. Christmann,3.6,374.0,11.6,2018,
3383,Vivia Maremma Toscana 2018,Italy,Toscana,Le Mortelle,3.6,375.0,14.45,2018,
5248,Premium Pinot Noir 2016,New Zealand,Marlborough,Saint Clair,3.6,421.0,18.86,2016,
1647,Riesling 2018,France,Alsace,Boeckel,3.6,66.0,9.5,2018,
3068,zb 2015,Austria,Mittelburgenland,Gesellmann,3.6,26.0,13.09,2015,
3071,Sorante 2015,Italy,Sicilia,Tenuta Gorghi Tondi,3.6,26.0,18.47,2015,
113,Crianza 2016,Spain,Rioja,Berceo,3.6,103.0,9.9,2016,
127,Estibals Minervois 2018,France,Minervois,L'Ostal Cazes,3.6,103.0,10.99,2018,
1630,Sauvignon Blanc 2016,Portugal,Bairrada,Quinta do Ortigao,3.6,66.0,9.75,2016,
5275,Novas Gran Reserva Cabernet Sauvignon 2016,Chile,Maipo Valley,Emiliana,3.6,428.0,10.5,2016,
180,Blanc de Noir 2018,South Africa,Constantia,Buitenverwachting,3.6,62.0,8.56,2018,
183,Tellus Rosé di Syrah 2016,Italy,Lazio,Falesco,3.6,64.0,11.82,2016,
188,The Long Walk Pinotage Rosé 2019,South Africa,Western Cape,Footprint,3.6,67.0,5.95,2019,
214,Albia Toscana Rosé 2019,Italy,Toscana,Ricasoli,3.6,82.0,8.9,2019,
2726,The Black Shiraz 2018,Australia,Riverina,Richland,3.6,235.0,12.52,2018,
2728,Rubizzo Toscana 2016,Italy,Toscana,Rocca delle Macìe,3.6,235.0,8.19,2016,
2048,Silvaner Trocken 2018,Germany,Rheinhessen,Wittmann,3.6,87.0,9.09,2018,
2699,Cabernet Sauvignon Reserva 2015,Chile,Maipo Valley,Escudo Rojo,3.6,233.0,9.95,2015,
436,Diamond Collection Malbec (Celestial Blue Label) 2017,United States,Napa Valley,Francis Ford Coppola,3.6,113.0,26.31,2017,
442,Pinot Noir 2016,United States,California,Spellbound,3.6,113.0,14.49,2016,
3528,Viña Sol Original 2019,Spain,Penedès,Torres,3.6,512.0,5.95,2019,
5818,Côtes de Bordeaux 2016,France,Côtes de Bordeaux,Satellite Wines,3.6,48.0,16.62,2016,
5831,Armador Carménère 2018,Chile,Maule Valley,Odfjell,3.6,484.0,10.15,2018,
5799,Nuits-Saint-Georges 2014,France,Nuits-Saint-Georges,Louis Jadot,3.6,48.0,53.35,2014,
8154,Crianza Rioja 2015,Spain,Rioja,Castillo de Albai,3.6,864.0,6.99,2015,
5803,Pomerol by Clinet 2014,France,Pomerol,Château Clinet,3.6,48.0,31.48,2014,
5804,I Quattro Conti Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Tenute Quattro Conti,3.6,48.0,8.37,2017,
3034,The Custodian Grenache 2014,Australia,McLaren Vale,d'Arenberg,3.6,257.0,14.5,2014,
1644,Sauvignon Blanc 2018,New Zealand,Marlborough,Salomon & Andrew,3.6,66.0,14.9,2018,
3052,Cabernet Sauvignon 2015,United States,Columbia Valley,14 Hands,3.6,2598.0,11.6,2015,
3390,Chenin Blanc 2019,South Africa,Stellenbosch,Stellenrust,3.6,381.0,5.76,2019,
3395,Blanco 2019,Spain,Rioja,El Coto,3.6,384.0,4.95,2019,
1604,Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Torre dei Beati,3.6,162.0,9.95,2017,
157,Rosé Gran Cuvée Especial 2018,Spain,Navarra,Pago de Cirsus,3.6,56.0,9.9,2018,
159,Rosato 2018,Italy,Terre Siciliane,Feudo Arancio,3.6,56.0,6.5,2018,
162,Cerasuolo d'Abruzzo Rosé (Unico) 2019,Italy,Cerasuolo d'Abruzzo,Tenuta Ulisse,3.6,57.0,8.9,2019,
189,Rosa dei Masi delle Venezie 2019,Italy,delle Venezie,Masi,3.6,68.0,10.99,2019,
5315,Côte de Beaune-Villages 2017,France,Côte de Beaune Villages,Louis Latour,3.6,43.0,22.49,2017,
2915,Chardonnay 2017,Chile,Casablanca Valley,Haras de Pirque,3.6,193.0,10.68,2017,
2918,Roero Arneis 2018,Italy,Roero,Fontanafredda,3.6,193.0,7.08,2018,
1278,Añares Crianza Rioja 2017,Spain,Rioja,Bodegas Olarra,3.6,146.0,5.79,2017,
127,Rosat 2017,Spain,Pla de Bages,Abadal,3.6,49.0,7.88,2017,
134,Villa la Vie en Rosé 2019,France,Comté Tolosan,Lionel Osmin & Cie,3.6,51.0,7.3,2019,
340,Pinot Noir *** 2014,Germany,Baden,Weingut Holger Koch,3.6,109.0,29.95,2014,
348,The Scribbler Cabernet - Shiraz 2013,Australia,Barossa Valley,Yalumba,3.6,1093.0,20.76,2013,
5807,Fleur de d'Artagnan 2018,France,Côtes de Gascogne,Plaimont,3.6,48.0,4.5,2018,
5811,Zinfandel 2016,United States,Lodi,Cycles Gladiator,3.6,48.0,14.4,2016,
5814,Zweigelt Classique 2017,Austria,Burgenland,Weingut Pöckl,3.6,48.0,12.48,2017,
2030,Chardonnay (Monovitigno) 2018,Italy,Venezia Giulia,di Lenardo,3.6,87.0,10.59,2018,
1253,Bordeaux 2017,France,Bordeaux,Château Bel Air La Perriere,3.6,145.0,8.21,2017,
5769,Vinhas Velhas Tinto 2017,Portugal,Alentejo,Paulo Laureano,3.6,48.0,12.67,2017,
8175,Caringole Rouge 2018,France,Côtes de Thongue,La Croix Belle,3.6,87.0,6.5,2018,
8184,Salice Salentino Riserva 2017,Italy,Salice Salentino,Il Tauro,3.6,87.0,6.21,2017,
5334,ARDO de Marqués de Riscal 2015,Spain,Rioja,Marqués de Riscal,3.6,431.0,9.37,2015,
1670,Kalkmergel Riesling 2018,Germany,Pfalz,Rings,3.6,68.0,9.25,2018,
3406,Savatiano Old Vines (Vieilles Vignes) 2017,Greece,Markopoulo,Papagiannakos,3.6,393.0,9.5,2017,
91,Portillo Rosé Malbec 2019,Argentina,Tunuyán,Salentein,3.6,39.0,7.81,2019,
93,Pink 2019,Germany,Pfalz,Weingut Metzger,3.6,39.0,6.29,2019,
97,Cipresseto Rosato Toscana 2019,Italy,Toscana,Santa Cristina,3.6,40.0,11.02,2019,
141,Terre Lontane Rosato 2018,Italy,Val di Neto,Librandi,3.6,52.0,7.71,2018,
118,Belleruche Côtes du Rhône Rosé 2019,France,Côtes-du-Rhône,M. Chapoutier,3.6,46.0,9.69,2019,
5305,Malbec 2016,France,Pays d'Oc,Leval,3.6,43.0,5.69,2016,
5306,Blaufränkisch 2017,Austria,Carnuntum,Markowitsch,3.6,43.0,8.24,2017,
2000,Chardonnay - Weissburgunder Trocken 2018,Germany,Pfalz,Knipser,3.6,84.0,13.15,2018,
2003,Viognier 2018,France,Côtes de Thongue,Domaine Montrose,3.6,85.0,8.68,2018,
5762,Corbières Grenache - Syrah - Mourvèdre 2016,France,Corbières,Gérard Bertrand,3.6,479.0,12.49,2016,
5763,Platónico 2016,Portugal,Lisboa,Manz,3.6,479.0,7.9,2016,
8225,Tenuta Lodola Nuova Vino Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,Ruffino,3.6,88.0,19.65,2016,
8195,Cabernet Sauvignon (Reserva) 2018,Chile,Central Valley,Casillero del Diablo,3.6,8739.0,7.89,2018,
3518,Torrontes 2017,Argentina,Salta,Alamos,3.6,503.0,8.89,2017,
3521,Las Mulas Reserva Sauvignon Blanc 2018,Chile,Central Valley,Miguel Torres,3.6,506.0,9.9,2018,
1513,Pinot Noir 2018,France,Pays d'Oc,La Chevalière,3.6,157.0,7.89,2018,
8217,Organic Shiraz 2018,Australia,South Australia,Farm Hand,3.6,88.0,7.9,2018,
74,Mas Donis Rosat Montsant 2019,Spain,Montsant,Capçanes,3.6,35.0,6.75,2019,
1723,Petit Bourgeois Sauvignon Blanc 2019,France,Val de Loire,Henri Bourgeois,3.6,70.0,9.95,2019,
